0,Q^2=9.7 GeV^2,,,E_beam = 8.4 GeV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run Number,Date,Start Time,End Time,Target,"Beam Current
 (uA)","SBS Current 
(A)","BigBite Current
(A)","BBCal
Threshold (mV)","HCal
Threshold (mV)",Gas Target Pressure (PSIA),Target Polarization [%] (most recent NMR),IHWP state (IN/OUT),Plots Ok and in log book?,Good run ?,"Number of Events
(M)",Trigger Rate [Hz],Charge (C),Charge Corrected for Polarization (C),Accumulated Charge Corrected (C),Accumulated Charge Uncorrected (C),Prescales,Purpose,Notes/Comments,Uncorrected Accumulated Charge (C) on Fringe (for target experts),,,,,,,,,,,,,,,,,,,,,
#ERROR!,1/12/23,3:12,1:32,empty,up to 30 uA,0,750,250,,,,OUT,,,,450 Hz,,,,,"PS1 = 0, PS5 = 0",test ,Beam Checkout,,,,,,,,,,,,,,,,,,,,,,
3449,1/12/23,5:25,,optics,10,0,750,400,,,,OUT,,,,,,,,,,data on optic foils,,,,,,,,,,,,,,,,,,,,,,,
3456,1/12/23,7:49,7:56,carbon hole,5,0,750,400,,,,OUT,,,,,,,,,,imaging hole,"(1.55,1.05)",,,,,,,,,,,,,,,,,,,,,,
3459,1/12/23,11:51,12:06,carbon hole,5,0,750,400,,,,OUT,,,,,,,,,,imaging hole,"(0,1.05)",,,,,,,,,,,,,,,,,,,,,,
3460,1/12/23,12:08,12:26,carbon hole,5,0,750,300,,,,OUT,,,,,,,,,,imaging hole,"(0,1.05)",,,,,,,,,,,,,,,,,,,,,,
3464,1/12/23,16:26,17:02,,0,,,,,,,,,,0.570,,,,,,ps1=0,cosmic run with BB + SBS and corrector magnets ON,,,,,,,,,,,,,,,,,,,,,,,
3465,1/12/23,18:12,,,,,,,,,,,,,,,,,,,,BBCal calibratoin  BB + SBS and corrector magnets ON,,,,,,,,,,,,,,,,,,,,,,,
3467,1/13/23,11:42,14:05,no target,0,0,750,62,,,,,,,,,,,,,ps1=0,cosmic run with BB + SBS and corrector magnets ON,,,,,,,,,,,,,,,,,,,,,,,
3468,1/13/23,,,no target,,,,,,,,,,,,,,,,,,trash,,,,,,,,,,,,,,,,,,,,,,,
3469,1/13/23,16:53,18:13,no target,0,0,750,40,,,,OUT,,,0.264,,,,,,ps1=0,cosmics run with BB,,,,,,,,,,,,,,,,,,,,,,,
3470,1/13/23,19:25,19:48,carbon hole,5,0,750,308,,,,OUT,,,0.076,,,,,,ps1=0,imaging hole,"(0,0) Beam pos",,,,,,,,,,,,,,,,,,,,,,
3471,1/13/23,20:46,21:35,carbon hole,10 to 15,0,750,308,,,,OUT,,,0.256,,,,,,"ps1=0, ps5=3",imaging hole,"(0,0) Beam pos",,,,,,,,,,,,,,,,,,,,,,
3472,1/13/23,21.38,21:59,carbon hole,10-15,0,750,308,,,,OUT,,no,0.022,,,,,,"ps1=0,.ps5=3",imaging hole,"(-0.8,0) beam pos",,,,,,,,,,,,,,,,,,,,,,
3473,1/13/23,22:25,23:06,carbon hole,15,0,750,308,,,,OUT,,,0.350,,,,,,"ps1=0,.ps5=3",imaging hole,"(-0.8,0) beam pos",,,,,,,,,,,,,,,,,,,,,,
3474,1/13/2023,23:32,,carbon hole,15,2100,750,308,,,,OUT,,,,,,,,,"ps1=0,.ps5=3",imaging hole,"(-0.8,0) beam pos",,,,,,,,,,,,,,,,,,,,,,
3475,1/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,1/14/2023,,,carbon hole,5,,,,,,,,,,,,,,,,"ps1=0,.ps5=3",beam steering,"(-0.3,-0.1) beam pos, Raster (V=2.32, H = 1.99)",,,,,,,,,,,,,,,,,,,,,,
3479,1/14/2023,,,carbon hole,IB,,,,,,,,,,,,,,,,"ps1=0,.ps5=3",beam steering,"(-1.3, -0.1) beam pos, Raster (V=2.32, H = 1.99)",,,,,,,,,,,,,,,,,,,,,,
3481,1/14/2023,8:14,8:50,carbon hole,10,2100,750,287,,,,,,,1.100,800,,,,,,,"(-0.3, -1.1) beam pos. Raster (V=2.32, H = 1.99)",,,,,,,,,,,,,,,,,,,,,,
3483,1/14/2023,9:30,10:00,carbon hole,10,2100,750,287,,,,,,,0.800,800,,,,,"ps1=0,ps5=3",imaging hole,"(-0.3,+0.9) beam pos, Raster (V=2.32, H = 1.99)",,,,,,,,,,,,,,,,,,,,,,
3487,1/14/2023,10:45,11:03,carbon hole,10,2100,750,287,,,,,,,0.600,750,,,,,"ps1=0,ps5=3",imaging hole + raster adjustment,"(-1.3,-0.1) beam pos,  Raster (V=1.95, H=1.95)",,,,,,,,,,,,,,,,,,,,,,
3488,1/14/2023,11:09,11:18,carbon hole,10,2100,750,287,,,,,,,0.300,750,,,,,"ps1=0,ps5=3",imaging hole + raster adjustment,"(-1.30,-0.1)beam pos, Raster(V=1.80, H=1.95)",,,,,,,,,,,,,,,,,,,,,,
3491,1/14/2023,11:32,12:13,carbon hole,10,2100,750,287,,,,,,,1.300,750,,,,,"ps1=0,ps5=3",imaging hole + raster adjustment,"(-1.30,-0.1)beam pos, Raster(V=2.10, H=1.80)",,,,,,,,,,,,,,,,,,,,,,
3492,1/14/2023,22:31,22:37,carbon hole,10,2100,750,287,,,,,,,0.108,340,,,,,"ps1=0,ps5=3",test,"(-0.3,-0.1) beam pos, Raster (V=2.5, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3493,1/15/2023,0:07,,carbon hole,5,2100,750,287,,,,,,,,,,,,,"ps1=0,ps5=3",,"(-0.3,-0.1) beam pos, Raster (V=2.0, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3494,1/15/2023,0:42:00,1:47,carbon hole,5,2100,750,287,,,,,,,,,,,,,"ps1=0,ps5=3",t,"(-0.3,-0.1) beam pos, Raster (V=2.0, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3495,1/15/2023,1:52,1:58:00,carbon optics,5,2100,750,287,,,,,,,,,,,,,"ps1=0,ps5=3",,"(-0.3,-0.1) beam pos, Raster (V=2.0, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3496,1/15/2023,2:03:00,2:04:00,carbon optics,5,2100,750,287,,,,,,,,,,,,,"ps1=0,ps5=3",,"(-0.3,-0.1) beam pos, Raster (V=2.5, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3497,1/15/2023,2:09,,carbon hole,5,2100,750,287,,,,,,,,,,,,,"ps1=0,ps5=3",,"(-0.3,-0.1) beam pos, Raster (V=2.5, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3498,1/15/2023,6:03,6:18,Empty  reference cell,10,2100,750,287,-18.43,,,,,,76.8k,,,,,,"ps1=0,ps5=3",preparing to production,"(-0.3,-0.1) beam pos, Raster (V=2.5, H = 1.95)",,,,,,,,,,,,,,,,,,,,,,
3499,1/15/2023,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,1/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,1/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,1/15/2023,,,,,2100,750,350,,,,,,,,,,,,,"ps1=3, ps3=0, ps5=3",Current Scan,"5, 10, 15 uA",,,,,,,,,,,,,,,,,,,,,,
3503,1/15/2023,,,,,2100,750,350,,,,,,,,,,,,,"ps1=3, ps3=0, ps5=3",Current Scan,"20, 25 uA",,,,,,,,,,,,,,,,,,,,,,
3504,1/15/2023,,,,,2100,750,350,,,,,,no,,,,,,,"ps1=3, ps3=0, ps5=3",,Junk,,,,,,,,,,,,,,,,,,,,,,
3505,1/15/2023,15:52,16:16,carbon hole,,2100,750,350,,,,,,,,,,,,,"ps1=3, ps3=0, ps5=3",Preparing to production,,,,,,,,,,,,,,,,,,,,,,,
3506,1/15/2023,16:19,16:36,carbon hole,5,2100,750,350,-19,,,,,JUNK,,,,,,,"ps1=0, ps3=0, ps5=3",Beam spot check,DAQ issues -- the rate too low,,,,,,,,,,,,,,,,,,,,,,
3507,1/15/2023,,,carbon hole,5,2100,750,350,-19,,,,,JUNK,,,,,,,"ps1=0, ps3=0, ps5=3",Beam spot check,DAQ issues -- the rate too low,,,,,,,,,,,,,,,,,,,,,,
3508,1/15/2023,16:47,17:12,carbon hole,5,2100,750,"-350, -200",-19,,,,,,,,,,,,"ps1=0, ps3=0, ps5=3",Beam spot check,"Beam spot check, ps1=0, BBCal thesh = -200 mV",,,,,,,,,,,,,,,,,,,,,,
3509,1/15/2023,17:26,17:34,pol He3 cell,5,2100,750,-350,-19,,33.6,,,,,,,,,,"ps3=0, ps5=6, else=-1",,"Rate was very low, stopped to change ps1",,,,,,,,,,,,,,,,,,,,,,
3510,1/15/2023,17:36,18:06,pol He3 cell,5,2100,750,-350,-19,,33.6,OUT,yes,yes,0.138,90,0.010,0.006,0.006,0.010,"ps1=0, ps3=0, ps5=6",,,,,,,,,,,,,,,,,,,,,,,,
3511,1/15/2023,18:09,18:41,pol He3 cell,10,2100,750,-350,-25,,33.6,OUT,yes,yes,0.199,140,0.017,0.009,0.015,0.027,"ps1=0, ps3=0, ps5=6",,,,,,,,,,,,,,,,,,,,,,,,
3512,1/15/2023,18:45,19:12,pol He3 cell,20,2100,750,-350,-25,,33.6,OUT,yes,yes,0.292,300,0.022,0.012,0.027,0.049,"ps1=0, ps3=0, ps5=6",,,,,,,,,,,,,,,,,,,,,,,,
3513,1/15/2023,19:15,19:27,pol He3 cell,30,2100,750,-350,-25,,33.6,OUT,,JUNK,,,,0.000,0.027,0.049,"ps1=0, ps3=0, ps5=6",,no beam,,,,,,,,,,,,,,,,,,,,,,
3514,1/15/2023,19:29,20:03,pol He3 cell,30,2100,750,-350,-25,,33.6,OUT,yes,yes,0.312,550,0.022,0.012,0.040,0.071,"ps1=0, ps3=0, ps5=6",,stopped due to no beam,,,,,,,,,,,,,,,,,,,,,,
3515,1/15/2023,20:31,20:40,pol He3 cell,15,2100,750,-350,-25,,36.8,OUT,yes,yes,0.093,,0.008,0.005,0.045,0.079,"ps1=0, ps3=0, ps5=6",,"asked for 30 uA, but got only 15 uA",,,,,,,,,,,,,,,,,,,,,,
3516,1/15/2023,20:56,20:58,,,,,,,,,OUT,,JUNK,,,,0.000,0.045,0.079,,,,,,,,,,,,,,,,,,,,,,,,,
3517,1/15/2023,21:02,22:12,pol He3 cell,30,2100,750,-350,-25,,36.8,OUT,yes,yes,0.193,,0.104,0.069,0.114,0.183,"ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3518,1/15/2023,22:14,23:07,pol He3 cell,30,2100,750,-350,-25,,36.8,OUT,,yes,0.159,,0.083,0.056,0.170,0.266,"ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3519,1/15/2023,23:10,0:43,pol He3 cell,30,2100,750,-350,-25,,40.4,OUT,yes,yes,0.236,,0.120,0.097,0.267,0.386,"ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3520,1/16/2023,0:45,2:00,pol He3 cell,30,2100,750,-350,-25,,40.4,OUT,yes,yes,0.205,80,0.101,0.081,0.348,0.487,"ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3521,1/16/2023,2:06,2:33,pol He3 cell,30,2100,750,-350,-25,,39.3,OUT,yes,yes,0.070,80,0.036,0.027,0.376,0.523,"ps3=0, ps5=6, else=-1",production,analysis shows WARNING F1 TDC Hit-FIFO overflow; TH two counters empty,,,,,,,,,,,,,,,,,,,,,,
3523,1/16/2023,2:39,4:08,pol He3 cell,30,2100,750,-350,-25,,39.3,OUT,yes,yes,0.182,80,0.089,0.068,0.443,0.612,"ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3524,1/16/2023,4:12,5:41,pol He3 cell,30,2100,750,-350,-25,,40,OUT,yes,yes,0.216,80,0.102,0.081,0.524,0.714,"ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3525,1/16/2023,5:43,7:20,pol He3 cell,30,2100,750,-350,-25,,40,OUT,yes,yes,0.235,80,0.112,0.088,0.613,0.826,"ps3=0, ps5=6, else=-1",,,,,,,,,,,,,,,,,,,,,,,,
3526,1/16/2023,7:23,8:18,pol He3 cell,30,2100,750,-350,-25,,40,OUT,yes,yes,0.090,80,0.043,0.034,0.647,0.869,"ps3=0, ps5=6, else=-1",,,,,,,,,,,,,,,,,,,,,,,,
,1/16/2023,17:00,BBCAL HV change: https://logbooks.jlab.org/entry/4110915,,,,,,,,,OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,1/16/2023,18.1,,Carbon hole,10,,,,,JUNK,,OUT,,,,,,,,,,,Junk,,,,,,,,,,,,,,,,,,,,,,
3545,1/16/2023,18:20,18:45,Carbon hole,10,2100,750,-208,-25,,43.4,OUT,yes,yes,1.140,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",,,,,,,,,,,,,,,,,,,,,,,,
3547,1/16/2023,19:25,19:51,Carbon hole,10,2100,750,-208,-25,,43.4,OUT,yes,yes,3+,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",,"Raster Settings (H-2.11, V-2.55)",,,,,,,,,,,,,,,,,,,,,,
3550,1/16/2023,20:07,20:20,Carbon hole,10,2100,750,-208,-25,,43.4,OUT,yes,yes,1.800,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",,"Raster Settings (H-1.98, V-2.70)",,,,,,,,,,,,,,,,,,,,,,
3551,1/16/2023,20:33,20:40,Carbon hole,10,2100,750,-208,-25,,43.4,OUT,yes,yes,1.110,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",,"Raster Settings (H-2.16, V-2.50)",,,,,,,,,,,,,,,,,,,,,,
3552,1/16/2023,21:11,22:28,pol He3 cell,15,2100,750,-351,-25,,43.4,OUT,yes,yes,0.540,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",,"Raster Settings (H-2.16, V-2.50)",,,,,,,,,,,,,,,,,,,,,,
3553,1/16/2023,22:34,23.59,pol He3 cell,30,2100,750,-351,-25,,45.5,OUT,yes,yes,1.280,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",,,,,,,,,,,,,,,,,,,,,,,,
3554,1/17/2023,0:02,0:12,pol He3 cell,30,2100,750,-351,-25,,45.5,OUT,yes,yes,0.210,400,0.020,0.020,0.667,0.889,"ps1=0, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3555,1/17/2023,0:21,1:21,pol He3 cell,40,2100,750,-351,-25,,41.6,OUT,yes,yes,0.210,100,0.113,0.096,0.763,1.002,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3556,1/17/2023,1:23,2:23,pol He3 cell,40,2100,750,-351,-25,,41.6,OUT,yes,yes,0.210,100,0.1125,0.096,0.859,1.114,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3557,1/17/2023,2:24,3:29,pol He3 cell,40,2100,750,-351,-25,,41.6,OUT,yes,yes,0.240,100,0.126,0.108,0.967,1.240,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3558,1/17/2023,3:34,4:34,pol He3 cell,40,2100,750,-351,-25,,40.7,OUT,yes,yes,0.260,100,0.128,0.105,1.072,1.368,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3559,1/17/2023,4:36,5:38,pol He3 cell,40,2100,750,-351,-25,,40.7,OUT,yes,yes,0.170,100,0.090,0.074,1.146,1.458,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3560,1/17/2023,5:40,6:35,pol He3 cell,40,2100,750,-351,-25,,40.7,OUT,yes,yes,0.150,100,0.081,0.066,1.212,1.540,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3561,1/17/2023,6:40,7:40,pol He3 cell,40,2100,750,-351,-25,,41.1,OUT,yes,yes,0.150,100,0.082,0.068,1.280,1.621,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3562,1/17/2023,7:42,8:45,pol He3 cell,40,2100,750,-351,-25,,41.1,OUT,yes,yes,0.250,100,0.127,0.106,1.386,1.748,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3563,1/17/2023,8:47,8:54,pol He3 cell,40,2100,750,-351,-25,,41.1,OUT,No (short run),yes,0.020,100,0.012,0.010,1.396,1.760,"ps1=-1, ps3=0, ps5=6, else=-1",production,ACC called - Beam off for about an hour,,,,,,,,,,,,,,,,,,,,,,
3577,1/17/2023,14:41,,carbon hole,10,2100,750,208,-25,,42.3,OUT,,,,,,,,,"ps1=0, ps3=0, ps5=6, else=-1",Raster Settings,Raster Settings ,,,,,,,,,,,,,,,,,,,,,,
3578,1/17/2023,15:33,16:19,pol He3 cell,20 - 45,2100,750,-350,-25,,42.3,OUT,yes,yes,0.100,40 - 120,0.069,0.061,1.457,1.829,"ps1=-1, ps3=0, ps5=6, else=-1",production,"Raster Settings (H-2.75, V-2.06)",,,,,,,,,,,,,,,,,,,,,,
3579,1/17/2023,16:28,17:35,pol He3 cell,45,2100,750,-350,-25,,43.7,OUT,yes,yes,0.350,120,0.151,0.142,1.599,1.980,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3580,1/17/2023,17:36,18:30,pol He3 cell,45,2100,750,-350,-25,,43.7,OUT,yes,yes,0.320,120,0.134,0.126,1.726,2.114,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3581,1/17/2023,18:31,19:25,pol He3 cell,45,2100,750,-350,-25,,43.7,OUT,yes,yes,0.270,120,0.113,0.107,1.832,2.227,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3582,1/17/2023,20:13,20:52,pol He3 cell,45,2100,750,-350,-25,,40.3,OUT,yes,yes,0.090,120,0.047,0.038,1.870,2.274,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3583,1/17/2023,20:57,21:25,pol He3 cell,45,2100,750,-350,-25,,40.3,OUT,yes,yes,0.040,100,0.022,0.018,1.888,2.296,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3584,,,,Junk,45,2100,750,-350,-25,Junk,40.3,OUT,,No,,,,,,,"ps1=-1, ps3=0, ps5=6, else=-1",DAQ test,,,,,,,,,,,,,,,,,,,,,,,
3585,,,,Junk,45,2100,750,-350,-25,Junk,40.3,OUT,,No,,,,,,,"ps1=-1, ps3=0, ps5=6, else=-1",DAQ test,,,,,,,,,,,,,,,,,,,,,,,
3586,,,,Junk,45,2100,750,-350,-25,Junk,40.3,OUT,,No,,,,,,,"ps1=-1, ps3=0, ps5=6, else=-1",DAQ test,,,,,,,,,,,,,,,,,,,,,,,
3587,,,,Junk,45,2100,750,-350,-25,Junk,40.3,OUT,,No,,,,,,,"ps1=-1, ps3=0, ps5=6, else=-1",DAQ test,,,,,,,,,,,,,,,,,,,,,,,
3588,1/17/2023,22:39,23:39,pol He3 cell,45,2100,750,-350,-25,,43,OUT,yes,yes,0.230,100,0.110,0.100,1.988,2.406,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3589,1/17/2023,23:41,0:51,pol He3 cell,45,2100,750,-350,-25,,43,OUT,yes,yes,0.400,100,0.178,0.163,2.151,2.584,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3590,1/18/2023,0:53,1.53,pol He3 cell,45,2100,750,-350,-25,,43,OUT,yes,yes,0.310,125,0.139,0.127,2.278,2.723,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3591,1/18/2023,2:01,3:01,pol He3 cell,45,2100,750,-350,-25,,39.8,OUT,yes,yes,0.310,125,0.138,0.108,2.386,2.861,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3592,1/18/2023,3:03,4:03,pol He3 cell,45,2100,750,-350,-25,,39.8,OUT,yes,yes,0.250,125,0.113,0.088,2.474,2.974,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3593,1/18/2023,4:04,5:03,pol He3 cell,45,2100,750,-350,-25,,39.8,OUT,yes,yes,0.295,125,0.133,0.104,2.578,3.107,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3594,1/18/2023,5:09,6:09,pol He3 cell,45,2100,750,-350,-25,,40,OUT,yes,yes,0.315,125,0.143,0.113,2.691,3.250,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3595,1/18/2023,6:11,7:11,pol He3 cell,45,2100,750,-350,-25,,40,OUT,yes,yes,0.328,125,0.146,0.115,2.806,3.396,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3596,1/18/2023,7:13,7:21,pol He3 cell,45,2100,750,-350,-25,,40,OUT,No (short run),yes,0.047,125,0.021,0.017,2.823,3.417,"ps1=-1, ps3=0, ps5=6, else=-1",production,,,,,,,,,,,,,,,,,,,,,,,
3597,1/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/18/2023,,,beam tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,1/19/2023,8:59,9:38,C hole,5,2100,750,-204,-26,,42.2,OUT,,No,2.700,1500,,,,,"ps1=0, ps5=6, else= -1",raster check,"Gen1 V=2.55, H=2.11 ; Gen2 V=1.32, H=1.32",,,,,,,,,,,,,,,,,,,,,,
3657,1/19/2023,17:58,18:04,C hole,10,2100,750,-204,-26,,45.2,OUT,,No,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",,"gems not turned on, junk run",,,,,,,,,,,,,,,,,,,,,,
3658,1/19/2023,18:20,18:32,C hole,10,2100,750,-204,-26,,45.2,OUT,,No,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",,"gems not turned on, junk run",,,,,,,,,,,,,,,,,,,,,,
3659,1/19/2023,20:11,20:18,C hole,10,2100,750,-204,-26,,45.2,OUT,yes,yes,1.100,1500,,,,,"ps1=0, ps5=6, else= -1",beam position,"Gen1 V=1.38, H=1.03 ; Gen2 V=1.32, H=1.32, beam position x = -0.3, y = -1.1",,,,,,,,,,,,,,,,,,,,,,
3660,1/19/2023,20:24,20:30,C hole,10,2100,750,-204,-26,,45.2,OUT,yes,yes,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",beam position,"Gen1 V=1.38, H=1.03 ; Gen2 V=1.32, H=1.32, beam position x = -0.3, y = 0.9",,,,,,,,,,,,,,,,,,,,,,
3661,1/19/2023,20:47,21:03,C hole,10,2100,750,-204,-26,,45.2,OUT,yes,yes,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",beam position,"Gen1 V=1.38, H=1.03 ; Gen2 V=1.32, H=1.32, beam position x = -1.3, y = -0.1",,,,,,,,,,,,,,,,,,,,,,
3662,1/19/2023,21:12,21:19,C hole,10,2100,750,-204,-26,,45.2,OUT,yes,yes,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",beam position,"Gen1 V=1.38, H=1.03 ; Gen2 V=1.32, H=1.32, beam position x = 0.7, y = -0.1",,,,,,,,,,,,,,,,,,,,,,
3663,1/19/2023,21:48,21:58,C hole,10,2100,750,-204,-25,,44.4,OUT,yes,yes,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",beam position,"Gen1 V=1.38, H=1.03 ; Gen2 V=1.32, H=1.32, beam position x = -0.3, y = -0.1",,,,,,,,,,,,,,,,,,,,,,
3664,1/19/2023,22:04,22:13,C hole,10,2100,750,-204,-25,,44.4,OUT,yes,yes,1.000,1500,,,,,"ps1=0, ps5=6, else= -1",raster run,"Gen1 V=1.15, H=1.03 ; Gen2 V=1.32, H=1.32, beam position x = -0.3, y = -0.1",,,,,,,,,,,,,,,,,,,,,,
3665,1/19/2023,23:08,23:39,C hole,10,2100,750,-204,-25,,44.4,OUT,yes,yes,3.200,1500,,,,,"ps1=0, ps5=6, else= -1",raster run,"Gen1 V=1.15, H=1.1 ; Gen2 V=1.32, H=1.32, beam position x = -0.3, y = -0.1",,,,,,,,,,,,,,,,,,,,,,
3667,1/20/2023,0:14,0:42,C hole,10,2100,750,-204,-26,,44.4,OUT,yes,yes,,1500,,,,,"ps1=0, ps5=6, else= -1",raster run,"Gen1 V=1.23, H=1.21 ; beam position x = -0.3, y = -0.1",,,,,,,,,,,,,,,,,,,,,,
3668,1/20/2023,1:14,1:25,pol He3 cell,5,2100,750,-351,-26,,44.4,OUT, , ,,1500,,,,,"ps1=3, ps3=0, ps5=6, else= -1",,,,,,,,,,,,,,,,,,,,,,,,
3669,1/20/2023,1:27,,pol He3 cell,5,2100,750,-351,-26,,44.4,OUT, , ,, ,,,,,"ps1=0, ps3=0, ps5=6, else= -1",,,,,,,,,,,,,,,,,,,,,,,,
3671,1/20/2023,3:43,4:33,pol He3 cell,20,2100,750,-351,-26,,45.8,OUT,yes,"yes,  TH off",0.452,200,0.054,0.056,2.879,3.471,"ps1=0, ps3=0, ps5=6, else= -1",production, TH HV is OFF,,,,,,,,,,,,,,,,,,,,,,
3672,1/20/2023,4:38,6:04,pol He3 cell,35,2100,750,-351,-26,,45.8,OUT,yes,"yes,  TH off",1.041,420,0.107,0.111,2.990,3.578,"ps1=0, ps3=0, ps5=6, else= -1",production, TH HV is OFF,,,,,,,,,,,,,,,,,,,,,,
3673,1/20/2023,6:06,,pol He3 cell,45,2100,750,-351,-26,,45.8,OUT,yes,"yes,  TH off",1.351,620,0.123,0.127,3.117,3.701,"ps1=0, ps3=0, ps5=6, else= -1",production, TH HV is OFF,,,,,,,,,,,,,,,,,,,,,,
3694,1/21/2023,5:43,6:20,pol He3 cell,20,2100,750,-351,-26,,49.6,OUT,"yes, except TH",yes,0.3+,200,0.040,0.049,3.166,3.741,"ps1=0 ps3=0, ps5=6, else= -1",production,TH plots does not look good,,,,,,,,,,,,,,,,,,,,,,
3695,1/21/2023,6:22,6:50,pol He3 cell,35,2100,750,-351,-26,,49.6,OUT,"yes, except TH",yes,0.573,200,0.049,0.060,3.225,3.790,"ps1=0 ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3696,1/21/2023,7:46,7:56,pol He3 cell,20,2100,750,-351,-26,,45.3,OUT,"yes, except TH",yes,0.120,200,0.015,0.015,3.240,3.805,"ps1=0 ps3=0, ps5=6, else= -1",production,,,,,,,,,,,,,,,,,,,,,,,
3697,1/21/2023,8:00,8:40,pol He3 cell,35,2100,750,-351,-26,,45.3,OUT,"yes,except TH",yes,0.800,570,0.068,0.069,3.309,3.873,"ps1=0 ps3=0, ps5=6, else= -1",production,Part of TH is off.  Increased beam current to 45uA during run,,,,,,,,,,,,,,,,,,,,,,
